Node_ID,PageRank
7237,0.007403418764655531
7498,0.006692257030745027
7339,0.006378767662867463
7162,0.0031772574051716213
7224,0.0029307579585742412
7435,0.0027511346403745114
6519,0.0027175642559048377
7100,0.002594397977083376
7595,0.0025761325845612823
7199,0.002575686887403953
4811,0.0024346877675965953
6101,0.0023088961001113467
7536,0.0022391108859459528
4785,0.0022120499185649127
7489,0.0019702899292734816
7587,0.0018499622725043285
7488,0.00183503321310842
6617,0.001765484617232784
7226,0.0017387814297588535
7416,0.0017252452257715044
6446,0.0016977799408685581
7564,0.001688035653111046
7352,0.0016648585881300373
7552,0.0016632364895630097
6891,0.0016321350324420252
7579,0.0016317878526394033
7141,0.0016271625988398155
7621,0.0015988445623357796
7490,0.0015731969875388428
6562,0.0015334677184272011
7334,0.0015186406669825637
7604,0.0015072691842506686
6887,0.0014861334034528665
7565,0.0014813196372500395
5274,0.001477240053099383
7533,0.0014636341610825684
7284,0.0014243007850982916
7289,0.001366127874665088
7600,0.0013646173038063202
7548,0.0013261375316150762
7398,0.001240806347578778
7086,0.0012268292040652465
6241,0.0012233926997550007
5127,0.001194769824939569
7581,0.0011850745980044343
6888,0.0011747171081298087
7349,0.0011627542661134232
7308,0.0011598959341679968
7248,0.001157786509604888
6544,0.0011539511544102084
5578,0.0011512470861243403
7350,0.0011338477129429027
7256,0.0011334287680810086
7374,0.0011192986764474615
5454,0.0011184383176579657
7123,0.0011102905152004091
7602,0.0011011899938292251
7225,0.0010986506624280589
6339,0.0010813059150838879
5854,0.001048532577768698
7575,0.0010354518245511014
7028,0.0010171290060232172
6323,0.000986463870917597
6712,0.0009864227285464825
7001,0.0009845143703163055
6633,0.0009660819839202942
6529,0.0009606130653386086
6789,0.0009527621633696273
7009,0.000952679958569286
6919,0.0009494883218031441
5646,0.0009478816684664208
6797,0.0009376076015397065
7228,0.000927305780449381
7607,0.0009260521444078627
6911,0.0009224700670474238
3530,0.0009182772733597118
7580,0.0009166247631196431
5370,0.000911408198509132
7601,0.0009097769231535744
7460,0.0008830427641647537
6621,0.0008779813268106762
6991,0.0008779407392930442
7075,0.0008757924793218089
6724,0.000869887163957954
7071,0.000862227657296845
7158,0.0008606011301191734
6870,0.0008520448667967722
2854,0.0008492702496489603
7547,0.000846765691606606
7623,0.0008248313849302342
7554,0.0008166491446961489
7220,0.0008108316311178777
6564,0.0008085586060720882
6478,0.000794850927397564
7079,0.00079219728581013
5857,0.0007837645788596833
7563,0.0007804519646969569
6378,0.0007802239790310502
5610,0.0007801656547188744
7172,0.0007732448221208635
6419,0.0007722036023218279
6955,0.0007630123629723203
7519,0.0007629464074556833
7080,0.0007598269751766237
7353,0.0007582596404393833
6547,0.0007572183887151361
7386,0.0007519451206889396
7522,0.0007508559162461818
7534,0.0007483836207431057
6256,0.0007449113233483645
7296,0.0007441882231662841
3450,0.0007418865080158817
7235,0.0007399677359055957
6408,0.0007340482729929003
5816,0.0007275264972377318
7233,0.0007220175162646672
7302,0.0007213315191120245
6267,0.0007119982833821757
4338,0.0007112678392932044
6803,0.0007083724589477073
6860,0.0007081944636422934
7029,0.0007070740741782666
6403,0.0007059939675768519
6349,0.0007058132839471691
6194,0.0007054788837089948
7615,0.0007054598592771406
7282,0.0007033944138803544
6476,0.0007029922871694041
6126,0.0006992765237702763
6666,0.0006955065925212299
7578,0.0006937648985672291
7427,0.0006911773456631178
7359,0.0006890179480097945
7393,0.0006868910730287061
7383,0.0006864394318795808
6792,0.0006851721596090232
6987,0.0006771758534014486
7089,0.0006739628192781171
7606,0.0006719263324317486
6672,0.0006677529976971117
7216,0.0006676609429190832
7315,0.0006645428160336972
5988,0.0006621677186194905
6695,0.0006609108111869043
6953,0.0006606912627621148
7403,0.0006595599352273327
6884,0.0006595016630802862
3597,0.000658251125814414
6567,0.0006571593453514822
5461,0.0006562628689005001
7592,0.0006561816000919642
5516,0.0006552695229860457
7535,0.0006532441875202837
5725,0.000651737098422234
5851,0.0006505005969147089
6296,0.0006486001415393477
6391,0.0006480418457135793
6876,0.0006479354165404949
7589,0.0006478153288838742
4900,0.0006466230890020571
5944,0.0006459304061156546
6832,0.0006414417329743508
6859,0.0006407249319799525
6105,0.0006400590541037881
7558,0.0006390903864963732
6160,0.0006388252435508779
7088,0.000636864913432828
6146,0.0006356500724228546
7083,0.0006293960381863319
6369,0.0006290071719065899
7279,0.0006262915091200507
6757,0.0006243784256547813
6016,0.0006233466630394342
4356,0.0006218107230331897
7414,0.0006205231663962603
6108,0.0006191030173924467
7305,0.0006160522975337374
6586,0.0006129488812084611
6200,0.0006096271104426402
6767,0.0006076854565707877
6477,0.0006069792924176199
7483,0.0006028029864950232
6125,0.0006016102002531655
6252,0.0006015813126428682
6958,0.0006012711514600785
7530,0.0005999005895872153
7252,0.0005990320547334776
7452,0.0005980668690556351
7110,0.000596682956663523
7188,0.0005966365104231485
6912,0.0005959002375504867
7413,0.0005957849300861236
6811,0.0005954090985217467
6673,0.0005922517945921087
7381,0.0005826307857221318
5159,0.0005819667433542296
5687,0.0005802283971084967
6754,0.000577807225741884
7482,0.0005772941366401383
6618,0.0005771123358097426
4880,0.0005770923552047625
6427,0.0005762898498616641
7260,0.000575841934042314
6654,0.0005739274508568637
7098,0.0005732231679385377
6022,0.0005718062707770268
5534,0.000570668156526556
6514,0.0005704274772980677
7445,0.0005682993986663111
5095,0.0005677146315999378
7344,0.0005675792372229366
6950,0.0005643664350298407
3584,0.0005606801351013524
6431,0.0005606656276009614
7585,0.0005591415798163956
5526,0.0005586849558481962
5817,0.000557256605784722
6217,0.0005538805870721285
7015,0.0005538033622530672
5706,0.0005510149795387087
6812,0.0005449566524597563
6436,0.0005436718675589213
6990,0.0005413058425935715
7358,0.0005403848016789892
7214,0.0005403340977792449
7361,0.0005370689253743871
6800,0.0005367030625796385
7470,0.0005361911937134516
7104,0.0005358813459344121
7348,0.0005332574115811599
6361,0.0005330327630816288
2510,0.0005313248461985483
6415,0.0005307864383975391
7213,0.0005262870917248448
6784,0.0005249556871708684
3544,0.0005247998505153548
7178,0.0005215149886037444
6424,0.0005185246874907314
7102,0.0005183597299264345
6572,0.0005163288539655187
6509,0.0005151541114412584
7432,0.000513036771438275
6639,0.0005113850809682078
6960,0.0005112689704880921
7173,0.0005088832570979108
6970,0.0005059875961211156
5463,0.000505225734613437
6940,0.0005044670366942972
6432,0.0005039137475474003
7456,0.0005018637902301315
7061,0.0005014329515614006
7422,0.0004985721434513929
6817,0.0004973184197188792
6905,0.0004965276166876924
6207,0.0004956019147797282
5894,0.0004942402550099517
5543,0.000491962597978145
7618,0.0004902235746006607
7524,0.0004898630338187527
5597,0.00048602464760456063
7019,0.00048551643724557
4359,0.0004837245168735399
7391,0.0004825478983092984
7571,0.0004820724863077808
6463,0.0004784110697761848
5703,0.0004781645563669694
